Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;MACD;Signal_Line;RSI;Moving_Average
2023-10-23 00:00:00-04:00;323.04522338424306;330.2511454898498;321.9732827993013;326.8665466308594;24374700;0.0;0.0;0.0;0.0;;
2023-10-24 00:00:00-04:00;328.83175737255755;329.3677427796377;325.1593410549649;328.0675048828125;31153600;0.0;0.0;0.09580293747779933;0.019160587495559867;;
2023-10-25 00:00:00-04:00;342.4495563679796;343.62078827319493;335.10469314941287;338.1319885253906;55053800;0.0;0.0;0.9726352396107245;0.2098555179185928;;
2023-10-26 00:00:00-04:00;338.00292320069326;339.08479886651975;324.50423962992227;325.4471740722656;37828500;0.0;0.0;0.6366339217777295;0.2952111986904201;;
2023-10-27 00:00:00-04:00;327.9682202624393;334.21136693084026;325.9533453977529;327.35284423828125;29856500;0.0;0.0;0.5181492111145758;0.3397988011752513;;329.1732116699219
2023-10-30 00:00:00-04:00;330.9260284377432;336.921037638267;329.3577828102495;334.7969665527344;22828100;0.0;0.0;1.013247594384893;0.4744885598171797;;330.75929565429686
2023-10-31 00:00:00-04:00;336.32554146280455;336.474417890553;332.1965302220057;335.5910339355469;20265300;0.0;0.0;1.452942613588732;0.6701793705714902;;332.2640014648438
2023-11-01 00:00:00-04:00;337.2585179647521;344.83167807578866;337.1195464481157;343.4917297363281;28158800;0.0;0.0;2.4111301983424482;1.018369536125682;;333.33594970703126
2023-11-02 00:00:00-04:00;344.65303519421735;346.2311859810314;342.20143560433667;345.7250061035156;24348100;0.0;0.0;3.312522800322938;1.4772001889651332;;337.3915161132812
2023-11-03 00:00:00-04:00;347.02520380842185;351.74975071794626;344.74232101279864;350.17156982421875;23624000;0.0;0.0;4.335704163636478;2.048900983899402;;341.95526123046875
2023-11-06 00:00:00-05:00;350.8167694917966;354.87629489266607;350.717508445105;353.8738098144531;23828300;0.0;0.0;5.383267633674166;2.7157743138543546;;345.7706298828125
2023-11-07 00:00:00-05:00;356.7224079701727;359.7596080704009;354.965605650305;357.843994140625;25833900;0.0;0.0;6.459370325578732;3.4644935161992305;;350.2212219238281
2023-11-08 00:00:00-05:00;358.9854149811907;361.15910153051215;357.86382882767936;360.4941101074219;26767800;0.0;0.0;7.440264929686236;4.259647798896632;;353.6216979980469
2023-11-09 00:00:00-05:00;359.600798335479;362.07226805792885;357.67524920435096;358.0028076171875;24847300;0.0;0.0;7.925246373231175;4.992767513763541;75.31876983703542;356.07725830078124
2023-11-10 00:00:00-05:00;358.79681326613644;367.3426826939886;358.37995931758695;366.9158935546875;28042100;0.0;0.0;8.925916794119814;5.779397369834795;78.44349975009959;359.426123046875
2023-11-13 00:00:00-05:00;365.4767164421842;365.72485391110945;363.1739934609058;363.94818115234375;19986500;0.0;0.0;9.371457396120604;6.497809375091958;74.85901627698101;361.4409973144531
2023-11-14 00:00:00-05:00;368.2459516221875;369.17895096034954;364.61321531853474;367.5114440917969;27683900;0.0;0.0;9.897979328514964;7.1778433657765595;72.36999135599365;363.3744873046875
2023-11-15 00:00:00-05:00;369.2618480370104;371.10179814180987;365.11450137215627;367.6606140136719;26860100;0.75;0.0;10.209598621697012;7.78419441696065;89.72545852642027;364.8077880859375
2023-11-16 00:00:00-05:00;368.94360277815775;374.30431948407886;368.1678437571713;374.12530517578125;27182300;0.0;0.0;10.853097948412994;8.397975123251118;90.53740950337547;368.03228759765625
2023-11-17 00:00:00-05:00;371.5792022635868;372.3350809432151;365.005145947623;367.83966064453125;40157000;0.0;0.0;10.732163122710006;8.864812723142897;79.22476343376118;368.217041015625
2023-11-20 00:00:00-05:00;369.2022053086174;376.810617053383;368.98339992208895;375.3883972167969;52465100;0.0;0.0;11.11728817816379;9.315307814147076;81.44213122137471;370.5050842285156
2023-11-21 00:00:00-05:00;373.6280182633099;374.1750165378886;369.10273207152704;371.0421447753906;28423100;0.0;0.0;10.945621993485076;9.641370650014675;73.06159588740852;371.2112243652344
2023-11-22 00:00:00-05:00;375.94535168873216;377.7256305034054;372.9318227027555;375.7961730957031;23345300;0.0;0.0;11.065627988380072;9.926222117687756;74.15238741392986;372.8383361816406
2023-11-24 00:00:00-05:00;375.2789554627134;375.91549121999134;373.1008874444975;375.37841796875;10176600;0.0;0.0;11.000220561280173;10.14102180640624;71.64637374272101;373.0889587402344
2023-11-27 00:00:00-05:00;374.731962508856;378.5709967639776;374.15512852839515;376.552001953125;22179200;0.0;0.0;10.917236022433713;10.296264649611736;70.3590788320856;374.8314270019531
2023-11-28 00:00:00-05:00;376.29345075601475;380.9181691941685;376.10448108989755;380.61981201171875;20453100;0.0;0.0;11.052304368211821;10.447472593331755;70.41094391843477;375.8777099609375
2023-11-29 00:00:00-05:00;381.6740559679596;382.2110989077795;375.38840147609375;376.7907409667969;28963400;0.0;0.0;10.726721998862331;10.50332247443787;64.3022890818925;377.0274291992188
2023-11-30 00:00:00-05:00;376.43267242664;378.0239815470539;373.4290988462353;376.85040283203125;30554400;0.0;0.0;10.354153601882274;10.473488699926751;67.27854242041381;377.2382751464844
2023-12-01 00:00:00-05:00;374.712073985326;376.1044580041203;369.2916861405215;372.47430419921875;33020400;0.0;0.0;9.59516874348975;10.297824708639352;55.5580239167929;376.65745239257814
2023-12-04 00:00:00-05:00;367.0937233301231;367.51142337800945;360.92741195614553;367.1335144042969;32063300;0.0;0.0;8.465129925000497;9.931285751911581;53.04080057100406;374.7737548828125
2023-12-05 00:00:00-05:00;364.4581343822117;371.05207082009633;363.6326289381052;370.4951171875;23065000;0.0;0.0;7.751465204616295;9.495321642452524;52.859299501013936;372.7488159179687
2023-12-06 00:00:00-05:00;371.50963606154306;372.14614156591165;366.02957589155807;366.7953796386719;21182100;0.0;0.0;6.808854633985732;8.958028240759166;49.22366337132505;370.74974365234374
2023-12-07 00:00:00-05:00;366.2284688548053;369.4309675148412;364.32884716235355;368.9336853027344;23118900;0.0;0.0;6.163325383656456;8.399087669338623;44.94969556091899;369.16640014648436
2023-12-08 00:00:00-05:00;367.19317378304464;372.4245616764996;366.2284451399598;372.1958312988281;20144800;0.0;0.0;5.847559692817299;7.888782074034359;54.50244800087813;369.11070556640624
2023-12-11 00:00:00-05:00;366.477089826347;369.580125803139;364.1100217704953;369.28173828125;27708800;0.0;0.0;5.301062803232583;7.371238219874004;43.01951506415601;369.54035034179685
2023-12-12 00:00:00-05:00;368.83419032630775;372.3847922926447;368.44629566619096;372.3450012207031;24838300;0.0;0.0;5.056847607950374;6.908360097489279;51.534290449965575;369.9103271484375
2023-12-13 00:00:00-05:00;373.9761082566912;375.58732813825895;368.7546449682694;372.3350830078125;30955500;0.0;0.0;4.807091827051977;6.4881064434018185;45.41137896127793;371.0182678222656
2023-12-14 00:00:00-05:00;371.280838712993;371.72840483967144;362.1507446830086;363.9409484863281;43277500;0.0;0.0;3.8870149790267874;5.967888150526813;37.48367761460401;370.01972045898435
2023-12-15 00:00:00-05:00;364.85595950446617;370.37577983362354;364.28905050694055;368.7148742675781;78478200;0.0;0.0;3.502686570912772;5.474847834604005;42.05007203651914;369.3235290527344
2023-12-18 00:00:00-05:00;367.4418322749103;370.9725237787748;366.67599825650075;370.6244201660156;21802900;0.0;0.0;3.3139863619134644;5.042675540065897;39.39645086119095;369.5920654296875
2023-12-19 00:00:00-05:00;369.4707112441685;371.2311096191406;367.82968609003717;371.2311096191406;20603700;0.0;0.0;3.176774970930694;4.669495426238857;43.66927524950655;369.369287109375
2023-12-20 00:00:00-05:00;372.9616349853217;373.98603506201357;368.51593108222886;368.6054382324219;26316700;0.0;0.0;2.823615337790727;4.300319408549231;41.129853577626704;368.62335815429685
2023-12-21 00:00:00-05:00;370.53492894979803;372.3748792520713;368.028637463181;371.5096130371094;17708000;0.0;0.0;2.7464174291485506;3.9895390126690953;48.92821614833209;370.1370910644531
