Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average;MACD;Signal_Line;RSI
2023-10-25 00:00:00-04:00;342.44952546072614;343.6207572602337;335.1046629050586;338.1319580078125;55053800;0.0;0.0;;0.0;0.0;
2023-10-26 00:00:00-04:00;338.0029548956393;339.0848306629145;324.5042700590803;325.44720458984375;37828500;0.0;0.0;;-1.0118891615473444;-0.2023778323094689;
2023-10-27 00:00:00-04:00;327.96825083738605;334.21139808780646;325.9533757848623;327.3528747558594;29856500;0.0;0.0;;-1.6411290422621505;-0.49012807430000527;
2023-10-30 00:00:00-04:00;330.9260586024756;336.9210683494595;329.35781283203244;334.7969970703125;22828100;0.0;0.0;;-1.5215878064298067;-0.6964200207259656;
2023-10-31 00:00:00-04:00;336.32554146280455;336.474417890553;332.1965302220057;335.5910339355469;20265300;0.0;0.0;332.264013671875;-1.3472481388908477;-0.8265856443589421;
2023-11-01 00:00:00-04:00;337.2585179647521;344.83167807578866;337.1195464481157;343.4917297363281;28158800;0.0;0.0;333.3359680175781;-0.5650490404559605;-0.7742783235783458;
2023-11-02 00:00:00-04:00;344.6530047712634;346.2311554187722;342.2014053977885;345.7249755859375;24348100;0.0;0.0;337.3915222167969;0.23237498239444676;-0.5729476623837874;
2023-11-03 00:00:00-04:00;347.02520380842185;351.74975071794626;344.74232101279864;350.17156982421875;23624000;0.0;0.0;341.95526123046875;1.2092033158023128;-0.21651746674656733;
2023-11-06 00:00:00-05:00;350.8167694917966;354.87629489266607;350.717508445105;353.8738098144531;23828300;0.0;0.0;345.7706237792969;2.2560799487097825;0.2780020163447027;
2023-11-07 00:00:00-05:00;356.72243839209995;359.759638751346;354.96563592240904;357.8440246582031;25833900;0.0;0.0;350.2212219238281;3.3672844213015765;0.8958584973360775;
2023-11-08 00:00:00-05:00;358.9854149811907;361.15910153051215;357.86382882767936;360.4941101074219;26767800;0.0;0.0;353.6216979980469;4.410915432286345;1.598869884326131;
2023-11-09 00:00:00-05:00;359.600798335479;362.07226805792885;357.67524920435096;358.0028076171875;24847300;0.0;0.0;356.0772644042969;4.97957183275679;2.275010274012263;
2023-11-10 00:00:00-05:00;358.79684310842447;367.3427132470641;358.3799891252039;366.9159240722656;28042100;0.0;0.0;359.42613525390624;6.079370931162828;3.0358824054423765;
2023-11-13 00:00:00-05:00;365.4767164421842;365.72485391110945;363.1739934609058;363.94818115234375;19986500;0.0;0.0;361.4410095214844;6.635013286089304;3.755708581571762;70.78473015963496
2023-11-14 00:00:00-05:00;368.2458904650465;369.178889648259;364.6131547647073;367.5113830566406;27683900;0.0;0.0;363.3744812011719;7.278976954980294;4.460362256253468;72.36999930754907
2023-11-15 00:00:00-05:00;369.26187868749855;371.10182894502265;365.114531678395;367.66064453125;26860100;0.75;0.0;364.8077880859375;7.712462488923791;5.110782302787533;89.72541289156779
2023-11-16 00:00:00-05:00;368.943632873062;374.30435001625926;368.16787378879644;374.1253356933594;27182300;0.0;0.0;368.03229370117185;8.479898455926161;5.784605533415259;90.53736661581334
2023-11-17 00:00:00-05:00;371.5792022635868;372.3350809432151;365.005145947623;367.83966064453125;40157000;0.0;0.0;368.217041015625;8.483107560583562;6.324305938848919;79.2246891134091
2023-11-20 00:00:00-05:00;369.2022053086174;376.810617053383;368.98339992208895;375.3883972167969;52465100;0.0;0.0;370.5050842285156;8.991126641956498;6.857670079470435;81.44207057443839
2023-11-21 00:00:00-05:00;373.6280182633099;374.1750165378886;369.10273207152704;371.0421447753906;28423100;0.0;0.0;371.21123657226565;8.939974711615605;7.27413100589947;73.06154875824473
2023-11-22 00:00:00-05:00;375.94535168873216;377.7256305034054;372.9318227027555;375.7961730957031;23345300;0.0;0.0;372.8383422851563;9.177257085628582;7.654756221845293;74.15235272519243
2023-11-24 00:00:00-05:00;375.2789554627134;375.91549121999134;373.1008874444975;375.37841796875;10176600;0.0;0.0;373.0889587402344;9.22525275786893;7.968855529050021;71.6463283599613
2023-11-27 00:00:00-05:00;374.731962508856;378.5709967639776;374.15512852839515;376.552001953125;22179200;0.0;0.0;374.8314270019531;9.25134435444187;8.225353294128391;70.35903421030281
2023-11-28 00:00:00-05:00;376.29348092671114;380.9181997356685;376.10451124544255;380.6198425292969;20453100;0.0;0.0;375.8777160644531;9.490858165759903;8.478454268454694;70.4108992612543
2023-11-29 00:00:00-05:00;381.67402505486496;382.21106795118794;375.3883710720959;376.79071044921875;28963400;0.0;0.0;377.0274291992188;9.26489567917082;8.63574255059792;64.3022086713101
2023-11-30 00:00:00-05:00;376.43267242664;378.0239815470539;373.4290988462353;376.85040283203125;30554400;0.0;0.0;377.2382751464844;8.987038471735104;8.706001734825357;67.2784650764608
2023-12-01 00:00:00-05:00;374.712073985326;376.1044580041203;369.2916861405215;372.47430419921875;33020400;0.0;0.0;376.65745239257814;8.317837196377525;8.628368827135791;55.55796965678194
2023-12-04 00:00:00-05:00;367.0937233301231;367.51142337800945;360.92741195614553;367.1335144042969;32063300;0.0;0.0;374.7737548828125;7.272698125817271;8.357234686872088;53.040789940575
2023-12-05 00:00:00-05:00;364.4581343822117;371.05207082009633;363.6326289381052;370.4951171875;23065000;0.0;0.0;372.7488098144531;6.639139268331064;8.013615603163883;52.85934461228011
2023-12-06 00:00:00-05:00;371.5096051517362;372.1461106031472;366.0295454376952;366.79534912109375;21182100;0.0;0.0;370.74973754882814;5.771963345990912;7.56528515172929;49.22361115826897
2023-12-07 00:00:00-05:00;366.2284385609982;369.43093695612873;364.32881702567994;368.93365478515625;23118900;0.0;0.0;369.1663879394531;5.197351740766521;7.091698469536737;44.94965417862302
2023-12-08 00:00:00-05:00;367.19320389043816;372.42459221283207;366.228475168252;372.19586181640625;20144800;0.0;0.0;369.11069946289064;4.948161423032047;6.662991060235799;54.50245966068164
2023-12-11 00:00:00-05:00;366.477089826347;369.580125803139;364.1100217704953;369.28173828125;27708800;0.0;0.0;369.54034423828125;4.464071844532157;6.223207217095071;43.01955402560924
2023-12-12 00:00:00-05:00;368.83422055613806;372.3848228134841;368.4463258642292;372.34503173828125;24838300;0.0;0.0;369.9103271484375;4.278292059151227;5.834224185506303;51.534316463147725
2023-12-13 00:00:00-05:00;373.9760776046103;375.58729735411816;368.7546147441536;372.3350524902344;30955500;0.0;0.0;371.0182678222656;4.0831865658131505;5.484016661567672;45.41137934550233
2023-12-14 00:00:00-05:00;371.2808075799423;371.72837366909096;362.15071431554463;363.94091796875;43277500;0.0;0.0;370.01972045898435;3.2141765272581324;5.030048634705764;37.48373617742061
2023-12-15 00:00:00-05:00;364.85595950446617;370.37577983362354;364.28905050694055;368.7148742675781;78478200;0.0;0.0;369.3235229492187;2.8775278368180466;4.599544475128221;42.05013110115685
2023-12-18 00:00:00-05:00;367.44180201938957;370.97249323253345;366.6759680640395;370.6243896484375;21802900;0.0;0.0;369.59205322265626;2.7333054135865495;4.226296662819887;39.39645476907179
2023-12-19 00:00:00-05:00;369.47074161703057;371.23114013671875;367.82971632799644;371.23114013671875;20603700;0.0;0.0;369.36927490234376;2.6375636062614376;3.908550051508197;43.669388747958436
2023-12-20 00:00:00-05:00;372.9616349853217;373.98603506201357;368.51593108222886;368.6054382324219;26316700;0.0;0.0;368.62335205078125;2.323036812074065;3.5914474036213706;41.12991182146555
2023-12-21 00:00:00-05:00;370.53492894979803;372.3748792520713;368.028637463181;371.5096130371094;17708000;0.0;0.0;370.1370910644531;2.281811395781858;3.329520202053468;48.92822341613656
2023-12-22 00:00:00-05:00;371.64881291679967;373.14065949756883;370.6840842471678;372.5439147949219;17091100;0.0;0.0;370.90289916992185;2.3060171341159617;3.124819588465967;56.64704038584688
2023-12-26 00:00:00-05:00;372.96165289509315;374.8911102742062;371.46980628351275;372.6235046386719;12673100;0.0;0.0;371.30272216796874;2.305051393746737;2.9608659495221215;52.84423604104593
2023-12-27 00:00:00-05:00;371.65877331795474;373.02132169061383;370.78355178908555;372.0367126464844;14905400;0.0;0.0;371.4638366699219;2.2312167499923703;2.8149361096161716;57.639842175732966
2023-12-28 00:00:00-05:00;373.3296194550034;374.4136909666463;372.12620507627264;373.2401123046875;14327000;0.0;0.0;372.390771484375;2.2439398166512774;2.700736851023193;56.45299067130054
