Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average;MACD;Signal_Line;RSI
2024-09-25 00:00:00-04:00;252.5399932861328;257.04998779296875;252.27999877929688;257.0199890136719;65034300;0.0;0.0;;0.0;0.0;
2024-09-26 00:00:00-04:00;260.6000061035156;261.75;251.52999877929688;254.22000122070312;67142200;0.0;0.0;;-0.2233608495815247;-0.04467216991630494;
2024-09-27 00:00:00-04:00;257.3800048828125;260.70001220703125;254.1199951171875;260.4599914550781;70988100;0.0;0.0;;0.10196375533558921;-0.015344984865926111;
2024-09-30 00:00:00-04:00;259.0400085449219;264.8599853515625;255.77000427246094;261.6300048828125;80705700;0.0;0.0;;0.44902012943077807;0.07752803799341473;
2024-10-01 00:00:00-04:00;262.6700134277344;263.9800109863281;248.52999877929688;258.0199890136719;87397600;0.0;0.0;258.2699951171875;0.42783488163166794;0.14758940672106538;
2024-10-02 00:00:00-04:00;247.5500030517578;251.16000366210938;241.5;249.02000427246094;93983900;0.0;0.0;256.6699981689453;-0.3115863588959087;0.05575425359767057;
2024-10-03 00:00:00-04:00;244.47999572753906;249.7899932861328;237.80999755859375;240.66000366210938;80729200;0.0;0.0;253.95799865722657;-1.554248788523637;-0.2662463548265909;
2024-10-04 00:00:00-04:00;246.69000244140625;250.9600067138672;244.5800018310547;250.0800018310547;86573200;0.0;0.0;251.8820007324219;-1.7586796268799674;-0.5647330092372662;
2024-10-07 00:00:00-04:00;249.0;249.8300018310547;240.6999969482422;240.8300018310547;68113300;0.0;0.0;247.7220001220703;-2.6366960429496658;-0.9791256159797462;
2024-10-08 00:00:00-04:00;243.55999755859375;246.2100067138672;240.55999755859375;244.5;56303200;0.0;0.0;245.01800231933595;-3.0017894375847334;-1.3836583803007438;
2024-10-09 00:00:00-04:00;243.82000732421875;247.42999267578125;239.50999450683594;241.0500030517578;66289500;0.0;0.0;243.42400207519532;-3.528836276117744;-1.8126939594641438;
2024-10-10 00:00:00-04:00;241.80999755859375;242.7899932861328;232.33999633789062;238.77000427246094;83087100;0.0;0.0;243.04600219726564;-4.083430296950809;-2.266841226961477;
2024-10-11 00:00:00-04:00;220.1300048828125;223.33999633789062;214.3800048828125;217.8000030517578;142628900;0.0;0.0;236.59000244140626;-6.144227073933678;-3.0423183963559173;
2024-10-14 00:00:00-04:00;220.1300048828125;221.91000366210938;213.74000549316406;219.16000366210938;86291900;0.0;0.0;232.2560028076172;-7.580301684431447;-3.9499150539710235;26.795788438856164
2024-10-15 00:00:00-04:00;220.00999450683594;224.25999450683594;217.1199951171875;219.57000732421875;62988800;0.0;0.0;227.27000427246094;-8.586339315799222;-4.877199906336664;27.161857452111335
2024-10-16 00:00:00-04:00;221.39999389648438;222.82000732421875;218.92999267578125;221.3300018310547;49632800;0.0;0.0;223.3260040283203;-9.136296994350602;-5.729019323939451;29.684990346153043
2024-10-17 00:00:00-04:00;221.58999633789062;222.0800018310547;217.89999389648438;220.88999938964844;50791800;0.0;0.0;219.7500030517578;-9.498158082622979;-6.482847075676157;23.67266317714548
2024-10-18 00:00:00-04:00;220.7100067138672;222.27999877929688;219.22999572753906;220.6999969482422;49611900;0.0;0.0;220.3300018310547;-9.688583254428664;-7.123994311426659;22.407975633665615
2024-10-21 00:00:00-04:00;218.89999389648438;220.47999572753906;215.72999572753906;218.85000610351562;47329000;0.0;0.0;220.26800231933595;-9.87494317716704;-7.674184084574736;22.95263262149507
2024-10-22 00:00:00-04:00;217.30999755859375;218.22000122070312;215.25999450683594;217.97000122070312;43268700;0.0;0.0;219.9480010986328;-9.978616518372576;-8.135070571334305;25.85160499740229
2024-10-23 00:00:00-04:00;217.1300048828125;218.72000122070312;212.11000061035156;213.64999389648438;80938900;0.0;0.0;218.41199951171876;-10.290741611922925;-8.566204779452029;27.58505413641079
2024-10-24 00:00:00-04:00;244.67999267578125;262.1199951171875;242.64999389648438;260.4800109863281;203628300;0.0;0.0;226.3300018310547;-6.682282796432958;-8.189420382848215;55.32459919124996
2024-10-25 00:00:00-04:00;255.99000549316406;269.44000244140625;255.32000732421875;266.7449951171875;131200015;0.0;0.0;235.53900146484375;-3.279220514069607;-7.207380409092494;63.686291233582196
