Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average;MACD;Signal_Line;RSI;Standard_Deviation
2023-10-26 00:00:00-04:00;169.50265408273685;170.50752196340542;164.82658447106704;166.04037475585938;70625300;0.0;0.0;;0.0;0.0;;
2023-10-27 00:00:00-04:00;166.06025811746898;168.09982452120383;165.98066357895524;167.36358642578125;58499100;0.0;0.0;;0.1055553468883943;0.02111106937767886;;
2023-10-30 00:00:00-04:00;168.15951125981562;170.29855938255494;168.01026581195362;169.42303466796875;51131000;0.0;0.0;;0.35133896451799274;0.08715664840574164;;
2023-10-31 00:00:00-04:00;168.48785050428057;170.0299473577377;167.04522026417104;169.90061950683594;44846000;0.0;0.0;;0.5779985499264058;0.18532502870987447;;
2023-11-01 00:00:00-04:00;170.12943912175612;173.34299094334614;169.25391434317544;173.08432006835938;56934900;0.0;0.0;169.16238708496093;1.002964383288969;0.3488528996256934;;2.6915203599467374
2023-11-02 00:00:00-04:00;174.62643385748567;176.87492275709644;174.56674174580408;176.66600036621094;77334800;0.0;0.0;171.28751220703126;1.6102031154296697;0.6011229427864886;;3.638461033227122
2023-11-03 00:00:00-04:00;173.35293714814614;175.91980400512907;172.46746880912187;175.7506561279297;79763700;0.0;0.0;172.96492614746094;1.9945911502020408;0.8798165842695991;;3.2942171773201157
2023-11-06 00:00:00-05:00;175.4820388495612;178.51649888788603;175.31290615616416;178.31752014160156;63841300;0.0;0.0;174.7438232421875;2.4777835642886714;1.1994099802734137;;3.3049341934024037
2023-11-07 00:00:00-05:00;178.26777400701332;181.5111868204666;178.05885163405057;180.89434814453125;70530000;0.0;0.0;176.94256896972655;3.033675198757919;1.5662630239703148;;2.91076795585171
2023-11-08 00:00:00-05:00;181.42166389578628;182.51605469721648;180.66552333290383;181.9589080810547;49340300;0.0;0.0;178.7174865722656;3.5195531956430273;1.9569210583048573;;2.6653419755810295
2023-11-09 00:00:00-05:00;182.02855674425712;183.1826396429678;180.88440228921007;181.48135375976562;53763500;0.0;0.0;179.68055725097656;3.822022470186397;2.3299413406811653;;2.608113873219474
2023-11-10 00:00:00-05:00;183.27455154185228;185.86472901353824;182.83621241269552;185.6953582763672;66133400;0.24;0.0;181.66949768066405;4.351603914868832;2.7342738555186985;;2.6534562497150365
2023-11-13 00:00:00-05:00;185.1175429542476;185.3267405684616;183.51362870714988;184.1013946533203;43627500;0.0;0.0;182.8262725830078;4.589773431059399;3.1053737706268385;;2.009418377689199
2023-11-14 00:00:00-05:00;186.99042643314226;187.3988801404597;185.59572499487004;186.73141479492188;60108400;0.0;0.0;183.99368591308593;4.933870545569363;3.4710731256153435;88.79846775568784;2.2833409244706546
2023-11-15 00:00:00-05:00;187.13988702195422;188.78364353695187;187.07014434258593;187.2992706298828;53790500;0.0;0.0;185.06175842285157;5.192534897953607;3.8153654800829964;89.03204261515971;2.3418613415966854
2023-11-16 00:00:00-05:00;188.85337347970633;190.2381182374616;187.9368379901175;188.9928436279297;54412900;0.0;0.0;186.56405639648438;5.471117807523854;4.146515945571168;89.17920451699817;1.8225597043231814
2023-11-17 00:00:00-05:00;189.5307809404543;189.66029435420214;187.85713929096644;188.972900390625;50922700;0.0;0.0;187.21956481933594;5.625440936461757;4.442300943749286;88.2378853573748;2.011612040463811
2023-11-20 00:00:00-05:00;189.1721570341783;191.18452507182084;189.16220030963925;190.72625732421875;46505100;0.0;0.0;188.54453735351564;5.82211071097089;4.718262897193608;88.79698363272817;1.5797529920271176
2023-11-21 00:00:00-05:00;190.68640490239304;190.79598967081523;189.0227199280596;189.9193115234375;38134500;0.0;0.0;189.18211669921874;5.845476131837671;4.9437055441224205;84.40980205517305;1.2798956557803078
2023-11-22 00:00:00-05:00;190.7661194461664;192.20066307246498;190.10861078342128;190.5867919921875;39617700;0.0;0.0;189.8396209716797;5.850413565843439;5.125047148466624;82.30137750683514;0.8394902582940373
2023-11-24 00:00:00-05:00;190.14843790944465;190.1783232825699;188.53456695625997;189.25184631347656;24048300;0.0;0.0;189.89142150878905;5.681119152978198;5.2362615493689395;80.72936636271191;0.7800651055834601
2023-11-27 00:00:00-05:00;189.2020384462403;189.94920320088846;188.18589012360914;189.07252502441406;40552600;0.0;0.0;189.91134643554688;5.4694341494351875;5.28289606938219;77.46376687359435;0.751487137260613
2023-11-28 00:00:00-05:00;189.06255500942564;190.35764353332857;188.68398669599583;189.68020629882812;38415400;0.0;0.0;189.70213623046874;5.289730340636083;5.284262923632969;74.94394230302694;0.5977945145814796
2023-11-29 00:00:00-05:00;190.17834402840006;191.3638479620414;188.25564720911126;188.6541290283203;43014200;0.0;0.0;189.4490997314453;5.006802613124648;5.228770861531306;69.05003794568817;0.7349234254913154
2023-11-30 00:00:00-05:00;189.1223488160309;189.6005452284997;187.47859235135087;189.23193359375;48794400;0.0;0.0;189.17812805175782;4.774170682394981;5.1378508257040405;71.92777513002756;0.3695060759273937
2023-12-01 00:00:00-05:00;189.61049575839724;190.83584172296256;188.51464801700962;190.51705932617188;45679300;0.0;0.0;189.43117065429686;4.640019847145908;5.038284629992415;66.35129555020393;0.7094520319555758
2023-12-04 00:00:00-05:00;189.2618062982008;189.33154897076486;186.74137178051248;188.71388244628906;43389500;0.0;0.0;189.35944213867188;4.338195027434239;4.8982667094807795;65.42296781566971;0.7702985668440162
2023-12-05 00:00:00-05:00;189.49095553635823;193.66510330405998;189.46105496038606;192.68881225585938;66628400;0.0;0.0;189.96116333007814;4.369372888224888;4.792487945229602;68.2762236452833;1.698890321516616
2023-12-06 00:00:00-05:00;193.7149093352022;194.02373499680974;191.38375898522384;191.5929718017578;41089700;0.0;0.0;190.54893188476564;4.256589091785287;4.685308174540739;62.758972796407434;1.6410373358830224
2023-12-07 00:00:00-05:00;192.89801877673727;194.2628348546959;192.8581614774812;193.5355987548828;47477700;0.0;0.0;191.4096649169922;4.274684972980339;4.603183534228659;63.30215791336176;1.8876838904949103
2023-12-08 00:00:00-05:00;193.46585241287198;195.2490940936735;192.9378572160349;194.97015380859375;53377300;0.0;0.0;192.30028381347657;4.354585739192942;4.553463975221516;66.21767490377569;2.354130847803239
2023-12-11 00:00:00-05:00;192.37997955947677;192.75854789543507;190.69636589832197;192.44970703125;60943700;0.0;0.0;193.04744873046874;4.1664998645094045;4.4760711530790935;54.474875279709416;1.2783293452628748
2023-12-12 00:00:00-05:00;192.35011019828545;193.9839099721223;190.99525073697387;193.9739532470703;52696900;0.0;0.0;193.30447692871093;4.0932499472642405;4.399506911916123;60.149667731829524;1.3168121244833657
2023-12-13 00:00:00-05:00;194.35250888053625;197.25151202369568;194.11342586739792;197.211669921875;70404200;0.0;0.0;194.42821655273437;4.247493080777218;4.3691041456883415;64.69289518070006;1.7999257108272173
2023-12-14 00:00:00-05:00;197.27142786027224;198.86537024837708;195.4184586232846;197.361083984375;66831600;0.0;0.0;195.1933135986328;4.331853431611847;4.361654002873043;68.9832195179103;2.111694085817817
2023-12-15 00:00:00-05:00;196.78326281926297;197.649969035306;196.25526763005226;196.8231201171875;128256700;0.0;0.0;195.56390686035155;4.305667375976043;4.350456677493643;67.84403685839449;2.222429966061257
2023-12-18 00:00:00-05:00;195.34871599607987;195.88668314304041;193.65514555781985;195.14947509765625;55751900;0.0;0.0;196.1038604736328;4.102573657028358;4.300880073400586;62.00266015869869;1.4809239855631817
2023-12-19 00:00:00-05:00;195.41846071151812;196.2054675888958;195.14947713522938;196.1955108642578;40714100;0.0;0.0;196.5481719970703;3.980146118926143;4.236733282505698;66.53555952282174;0.9024099338863636
2023-12-20 00:00:00-05:00;196.1556575241543;196.93270769258373;194.09349060058594;194.09349060058594;52242800;0.0;0.0;195.9245361328125;3.671186788907306;4.12362398378602;59.99179599371026;1.3132019609708352
2023-12-21 00:00:00-05:00;195.35867601686434;196.3349670004207;192.76849889188017;193.94403076171875;46482500;0.0;0.0;195.24112548828126;3.3753650270865023;3.9739721924461167;57.38823724468983;1.267031847567364
2023-12-22 00:00:00-05:00;194.44214724126428;194.67128870939118;192.24051029057514;192.86813354492188;37122800;0.0;0.0;194.45012817382812;3.019303583555512;3.783038470667996;59.24613500532857;1.267031847567364
2023-12-26 00:00:00-05:00;192.87810156107636;193.15704186798172;192.1010513916819;192.32022094726562;28919300;0.0;0.0;193.88427734375;2.6622219196249546;3.558875160459388;49.03194780629338;1.48895615074745
2023-12-27 00:00:00-05:00;191.7623368685013;192.7685133001503;190.36762015806895;192.41983032226562;48087700;0.0;0.0;193.12914123535157;2.3600644188859405;3.319113012144699;52.29153962673307;0.8395852632065571
2023-12-28 00:00:00-05:00;193.40610145242823;193.92413997819037;192.43976707986155;192.8482208251953;34049900;0.0;0.0;192.88008728027344;2.1306096146217044;3.0814123326400997;47.92047890658035;0.6438984533077853
2023-12-29 00:00:00-05:00;193.16700123613595;193.6651111054412;191.00520622748397;191.80218505859375;42628800;0.0;0.0;192.45171813964845;1.8431124320120489;2.8337523525144896;40.18523701109607;0.4389811320779284
2024-01-02 00:00:00-05:00;186.44250337800963;187.72763525264537;183.1948327572495;184.93821716308594;82488700;0.0;0.0;190.86573486328126;1.049308226827094;2.4768635273770108;31.663474453729307;3.3344189189331166
2024-01-03 00:00:00-05:00;183.5235814240684;185.17730965785773;182.73655940388082;183.553466796875;58414500;0.0;0.0;189.1123840332031;0.3049595100548004;2.0424827239125687;24.387801561221337;4.4848616742202445
2024-01-04 00:00:00-05:00;181.46141882335;182.39786780732265;180.1962307034869;181.2223358154297;71983600;0.0;0.0;186.87288513183594;-0.46765417266050235;1.5404553445979545;8.867200042707765;5.164610832995812
2024-01-05 00:00:00-05:00;181.30202210783074;182.06910030424723;179.48889502297928;180.4950714111328;62303300;0.0;0.0;184.40225524902343;-1.1256642848439071;1.0072314187095823;7.864639997316345;4.504015745521286
2024-01-08 00:00:00-05:00;181.40163701859532;184.8983778074419;180.81387105846133;184.8585205078125;59144500;0.0;0.0;183.01352233886718;-1.2802897805818816;0.5497271788512896;24.906006976669758;2.058576733125941
2024-01-09 00:00:00-05:00;183.2247200384055;184.4500659772401;182.03921619791834;184.4401092529297;42841800;0.0;0.0;182.91390075683594;-1.420222451072874;0.1557372528664569;26.290278882254896;1.9514116956473921
2024-01-10 00:00:00-05:00;183.6530893449622;185.69532736412867;183.2247070123772;185.4861297607422;46792900;0.0;0.0;183.30043334960936;-1.4302282070899253;-0.16145583912481953;26.290229081283115;2.274440069897549
2024-01-11 00:00:00-05:00;185.83481816060663;186.34289994181307;182.9258584292588;184.88841247558594;49128400;0.0;0.0;184.0336486816406;-1.4694497286303942;-0.4230546170259345;28.166340933767643;2.012925436620009
2024-01-12 00:00:00-05:00;185.35663323460264;186.03407052890915;184.48992696797683;185.2171630859375;40444700;0.0;0.0;184.97806701660156;-1.4572078551809966;-0.6298852646569469;29.475183922483396;0.3959237749678564
2024-01-16 00:00:00-05:00;181.47137741288765;183.56342958397713;180.246016282922;182.93582153320312;65603000;0.0;0.0;184.5935272216797;-1.6129976467971403;-0.8265077410849857;27.893564272372217;1.005502799554044
2024-01-17 00:00:00-05:00;180.5847370128247;182.23845004968965;179.61840275335445;181.98939514160156;47317400;0.0;0.0;184.10338439941407;-1.7921718378857179;-1.0196405604451322;27.4073708243708;1.549266794802317
2024-01-18 00:00:00-05:00;185.3865245441322;188.4249977385091;185.12751288863532;187.91693115234375;78005800;0.0;0.0;184.58954467773438;-1.4392749914384808;-1.103567446643802;42.15281980698886;2.2940305919566475
2024-01-19 00:00:00-05:00;188.61428024175586;191.22437102761134;188.1062136601058;190.83584594726562;68741000;0.0;0.0;185.7790313720703;-0.913538960109264;-1.0655617493368945;46.77314933754175;3.636717958423356
2024-01-22 00:00:00-05:00;191.5730425958912;194.59158693286403;191.53318529709307;193.1570281982422;60133900;0.0;0.0;187.36700439453125;-0.3060612749716256;-0.9136616544638408;52.087144285651824;4.858336125470262
2024-01-23 00:00:00-05:00;194.2827703313563;195.01000645672423;193.09726645507456;194.44215393066406;42355600;0.0;0.0;189.66827087402345;0.27588781055698064;-0.6757517614596766;67.6797552964045;4.958753421781979
