Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average;MACD;Signal_Line;RSI
2024-08-23 00:00:00-04:00;177.33999633789062;178.97000122070312;175.24000549316406;177.0399932861328;29150100;0.0;0.0;;0.0;0.0;
2024-08-26 00:00:00-04:00;176.6999969482422;177.47000122070312;174.3000030517578;175.5;22366200;0.0;0.0;;-0.12284846726987553;-0.024569693453975108;
2024-08-27 00:00:00-04:00;174.14999389648438;174.88999938964844;172.25;173.1199951171875;29842000;0.0;0.0;;-0.40755522324960225;-0.10116679941310054;
2024-08-28 00:00:00-04:00;173.69000244140625;173.69000244140625;168.9199981689453;170.8000030517578;29045000;0.0;0.0;;-0.8110421600970597;-0.24314187154989236;
2024-08-29 00:00:00-04:00;173.22000122070312;174.2899932861328;170.80999755859375;172.1199951171875;26407800;0.0;0.0;173.71599731445312;-1.0126232460247877;-0.39703814644487145;
2024-08-30 00:00:00-04:00;172.77999877929688;178.89999389648438;172.60000610351562;178.5;43429400;0.0;0.0;174.00799865722655;-0.6500710207463953;-0.4476447213051763;
2024-09-03 00:00:00-04:00;177.5500030517578;178.25999450683594;175.25999450683594;176.25;37817500;0.0;0.0;174.15799865722656;-0.5380990947220141;-0.46573559598854386;
2024-09-04 00:00:00-04:00;174.47999572753906;175.97999572753906;172.5399932861328;173.3300018310547;30309200;0.0;0.0;174.2;-0.6771739457045385;-0.5080232659317429;
2024-09-05 00:00:00-04:00;175.0;179.8800048828125;175.0;177.88999938964844;40170500;0.0;0.0;175.6179992675781;-0.4146581525329225;-0.48935024325197884;
2024-09-06 00:00:00-04:00;177.24000549316406;178.3800048828125;171.16000366210938;171.38999938964844;41466500;0.0;0.0;175.4720001220703;-0.7227764552898464;-0.5360354856595524;
2024-09-09 00:00:00-04:00;174.52999877929688;175.85000610351562;173.50999450683594;175.39999389648438;29037400;0.0;0.0;174.85199890136718;-0.6360573135393679;-0.5560398512355156;
2024-09-10 00:00:00-04:00;177.49000549316406;180.5;176.7899932861328;179.5500030517578;36233800;0.0;0.0;175.51199951171876;-0.22981158823111514;-0.4907941986346355;
2024-09-11 00:00:00-04:00;180.10000610351562;184.99000549316406;175.72999572753906;184.52000427246094;42564700;0.0;0.0;177.75;0.48755836901210614;-0.2951236851052872;
2024-09-12 00:00:00-04:00;184.8000030517578;187.41000366210938;183.5399932861328;187.0;33622500;0.0;0.0;179.5720001220703;1.2418785545874584;0.012276762833261928;60.87812396154037
2024-09-13 00:00:00-04:00;187.0;188.5;185.91000366210938;186.49000549316406;26495400;0.0;0.0;182.59200134277344;1.7780343683295143;0.3654282839325124;60.20740623537245
2024-09-16 00:00:00-04:00;185.2899932861328;185.80999755859375;183.36000061035156;184.88999938964844;26065500;0.0;0.0;184.49000244140626;2.0502011501167203;0.702382857169354;60.12945118058936
2024-09-17 00:00:00-04:00;186.85000610351562;189.4499969482422;186.13999938964844;186.8800048828125;26091700;0.0;0.0;185.95600280761718;2.39881999399023;1.0416702845335293;64.96955213652967
2024-09-18 00:00:00-04:00;186.4499969482422;188.8000030517578;185.05999755859375;186.42999267578125;34448100;0.0;0.0;186.33800048828124;2.6087190261622197;1.3550800328592674;67.72509130526119
2024-09-19 00:00:00-04:00;190.0399932861328;190.99000549316406;188.47000122070312;189.8699951171875;39543200;0.0;0.0;186.91199951171876;3.0178569922649103;1.687635424740396;69.20579047820316
2024-09-20 00:00:00-04:00;190.22999572753906;191.83999633789062;187.41000366210938;191.60000610351562;100378600;0.0;0.0;187.93399963378906;3.4420217225394083;2.0385126843001986;65.76034318300475
