Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average;MACD;Signal_Line;RSI;Standard_Deviation
2023-10-30;168.15951125981562;170.29855938255494;168.01026581195362;169.42303466796875;51131000;0.0;0.0;;0.0;0.0;;
2023-10-31;168.48785050428057;170.0299473577377;167.04522026417104;169.90061950683594;44846000;0.0;0.0;;0.03809793586407295;0.0076195871728145905;;
2023-11-01;170.12943912175612;173.34299094334614;169.25391434317544;173.08432006835938;56934900;0.0;0.0;;0.32148299666695834;0.07039226907164334;;
2023-11-02;174.62643385748567;176.87492275709644;174.56674174580408;176.66600036621094;77334800;0.0;0.0;;0.8255627917494905;0.2214263736072128;;
2023-11-03;173.35293714814614;175.91980400512907;172.46746880912187;175.7506561279297;79763700;0.0;0.0;172.96492614746094;1.1380700675580897;0.40475511239738815;;3.2942171773201165
2023-11-06;175.4820538657156;178.51651416370188;175.31292115784572;178.31753540039062;63841300;0.0;0.0;174.74382629394532;1.574707788942817;0.6387456477064739;;3.3049383183216183
2023-11-07;178.26778904424575;181.51120213128718;178.05886665366;180.8943634033203;70530000;0.0;0.0;176.94257507324218;2.104416410900285;0.9318798003452361;;2.910774936784072
2023-11-08;181.42166389578628;182.51605469721648;180.66552333290383;181.9589080810547;49340300;0.0;0.0;178.71749267578124;2.58036927805486;1.261577695887161;;2.6653445187251212
2023-11-09;182.02855674425712;183.1826396429678;180.88440228921007;181.48135375976562;53763500;0.0;0.0;179.6805633544922;2.8857654044343235;1.5864152375965936;;2.608113654941326
2023-11-10;183.27453648198352;185.8647137408318;182.83619738884556;185.69534301757812;66133400;0.24;0.0;181.66950073242188;3.4283083456177224;1.9547938592008194;;2.653444528712654
2023-11-13;185.1175429542476;185.3267405684616;183.51362870714988;184.1013946533203;43627500;0.0;0.0;182.8262725830078;3.687155984488811;2.3012662842584177;;2.0094092634182186
2023-11-14;186.99042643314226;187.3988801404597;185.59572499487004;186.73141479492188;60108400;0.0;0.0;183.99368286132812;4.057740146074082;2.6525610566215505;;2.283338081554968
2023-11-15;187.13987177614973;188.78362815723474;187.0701291024632;187.29925537109375;53790500;0.0;0.0;185.06175231933594;4.347139633209281;2.9914767719390967;;2.3418566648042516
2023-11-16;188.85338872723497;190.23813359679093;187.93685316364744;188.99285888671875;54412900;0.0;0.0;186.56405334472657;4.659439345080671;3.3250692865674116;88.30683026487138;1.8225650673056115
2023-11-17;189.53079624428992;189.66030966849544;187.85715445966235;188.97291564941406;50922700;0.0;0.0;187.21956787109374;4.849428669125615;3.6299411630790526;88.23793802642707;2.0116185769989343
2023-11-20;189.1721570341783;191.18452507182084;189.16220030963925;190.72625732421875;46505100;0.0;0.0;188.54454040527344;5.082884271206495;3.9205297847045415;88.79702774690367;1.5797581160002576
2023-11-21;190.68640490239304;190.79598967081523;189.0227199280596;189.9193115234375;38134500;0.0;0.0;189.18211975097657;5.143494730082665;4.165122773780166;84.40984498232254;1.2799000799245956
2023-11-22;190.76613471931282;192.20067846046405;190.10862600392616;190.58680725097656;39617700;0.0;0.0;189.83963012695312;5.185613754702928;4.369220969964719;82.30143578617012;0.8394858672730129
2023-11-24;190.14843790944465;190.1783232825699;188.53456695625997;189.25184631347656;24048300;0.0;0.0;189.89142761230468;5.053025066673769;4.505981789306529;80.72936636271191;0.7800640143696137
2023-11-27;189.20202317699906;189.9491878713485;188.1858749363745;189.072509765625;40552600;0.0;0.0;189.91134643554688;4.877254659794659;4.580236363404155;77.46368894451294;0.7514948240171542
2023-11-28;189.06255500942564;190.35764353332857;188.68398669599583;189.68020629882812;38415400;0.0;0.0;189.70213623046874;4.732438769192811;4.610676844561887;74.9438773697786;0.5978041775699872
